Time[s],ain0[N],ain1[N],ain2[N],ain3[N],ain4[N],ain5[N],ain6[N],ain7[N],count
2710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2711.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2712.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2713.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2713.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2713.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2713.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2713.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2713.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2715.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2715.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2715.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2715.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2715.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2715.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2717.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2719.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2720.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2720.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2720.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2720.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2720.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2720.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2722.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2723.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2724.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2725.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2730.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2732.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2743.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2745.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2751.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2752.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2753.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
